"3K1H3NEY7KYE7G5PZP7AGLITWWLDGM","3QHK8ZVMIMI31VJ0MMIMM7ULLOZBLL",147,"Rejected","Sat Jan 14 14:37:55 PST 2017",,"Sun Jan 15 00:36:31 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",70,"7956__metaphorically_3__shaken_4 2","7956__fist_7__shaken_4 0","7956__energy_14__shaken_4 0",,,,,"3297__analogy_2__found_4 1","2810__excrement_14__assist_19 1","2810__collected_17__assist_19 1","2810__growth_21__assist_19 0",,,,"7649__usually_14__remains_15 1","7891__breasts_25__flowers_29 0","7891__dense_28__flowers_29 1","7891__hair_31__flowers_29 1",,,,"32__majority_14__hold_21 1","7613__analogue_8__function_12 1","7613__potential_11__function_12 0","7613__proved_14__function_12 0",,,,"3384__kinds_19__found_14 1","2364__fall_20__game_25 0","2364__bloody_23__game_25 1","2364__empire-building_24__game_25 0",,,,"12429__total_3__Share_1 1",1,0,2,,
"3K1H3NEY7KYE7G5PZP7AGLITWWLDGM","3U84XHCDICD3LLFVM8Z8M8ZDQ6B4ZE",48,"Approved","Sun Jan 15 00:43:56 PST 2017","Sun Jan 15 10:53:51 PST 2017",,,106,"7956__metaphorically_3__shaken_4 3","7956__fist_7__shaken_4 0","7956__energy_14__shaken_4 2",,,,,"3297__analogy_2__found_4 1","2810__excrement_14__assist_19 0","2810__collected_17__assist_19 1","2810__growth_21__assist_19 2",,,,"7649__usually_14__remains_15 1","7891__breasts_25__flowers_29 3","7891__dense_28__flowers_29 1","7891__hair_31__flowers_29 1",,,,"32__majority_14__hold_21 1","7613__analogue_8__function_12 0","7613__potential_11__function_12 2","7613__proved_14__function_12 1",,,,"3384__kinds_19__found_14 0","2364__fall_20__game_25 2","2364__bloody_23__game_25 1","2364__empire-building_24__game_25 2",,,,"12429__total_3__Share_1 1",3,1,0,,
"335HHSX8CC4S7C00JVPS1LUUBWYDHL","337RC3OW052IA9H6R39MNJOSOGKLV6",148,"Rejected","Sat Jan 14 17:24:08 PST 2017",,"Sun Jan 15 00:36:32 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",159,"268__supported_12__commit_21 2","268__government_24__commit_21 1","268__abolishing_26__commit_21 0",,,,,"1423__jackboot_24__hint_21 0","415__regime_7__reluctance_14 0","415__government_17__reluctance_14 1","415__makes_24__reluctance_14 0",,,,"7636__form_26__[formula]_27 2","7__launched_5__faced_11 1","7__criticism_13__faced_11 1","7__commentators_16__faced_11 1",,,,"14658__straight_31__cut_30 2","226__able_4__require_7 1","226__department_10__require_7 0","226__review_12__require_7 1",,,,"7830__survivor_28__battered_25 0","7685__Using_1__term_4 0","7685__technical_3__term_4 2","7685__borrowed_5__term_4 0",,,,"2425__collect_5__coat_9 0",2,3,0,,
"335HHSX8CC4S7C00JVPS1LUUBWYDHL","34S9DKFK73PP23FW8RCL7AWBBSIYNQ",4,"Approved","Sat Jan 14 15:31:48 PST 2017","Sun Jan 15 00:36:32 PST 2017",,,129,"268__supported_12__commit_21 0","268__government_24__commit_21 1","268__abolishing_26__commit_21 0",,,,,"1423__jackboot_24__hint_21 3","415__regime_7__reluctance_14 0","415__government_17__reluctance_14 2","415__makes_24__reluctance_14 0",,,,"7636__form_26__[formula]_27 0","7__launched_5__faced_11 0","7__criticism_13__faced_11 2","7__commentators_16__faced_11 1",,,,"14658__straight_31__cut_30 2","226__able_4__require_7 1","226__department_10__require_7 1","226__review_12__require_7 1",,,,"7830__survivor_28__battered_25 2","7685__Using_1__term_4 0","7685__technical_3__term_4 1","7685__borrowed_5__term_4 2",,,,"2425__collect_5__coat_9 0",3,1,0,,
"335HHSX8CC4S7C00JVPS1LUUBWYDHL","3CFVK00FWLLXVJ25QV1EBR8T7NI6LP",149,"Approved","Sat Jan 14 12:25:34 PST 2017","Sun Jan 15 00:36:32 PST 2017",,,267,"268__supported_12__commit_21 0","268__government_24__commit_21 0","268__abolishing_26__commit_21 0",,,,,"1423__jackboot_24__hint_21 3","415__regime_7__reluctance_14 0","415__government_17__reluctance_14 0","415__makes_24__reluctance_14 0",,,,"7636__form_26__[formula]_27 0","7__launched_5__faced_11 0","7__criticism_13__faced_11 1","7__commentators_16__faced_11 0",,,,"14658__straight_31__cut_30 1","226__able_4__require_7 0","226__department_10__require_7 0","226__review_12__require_7 0",,,,"7830__survivor_28__battered_25 3","7685__Using_1__term_4 0","7685__technical_3__term_4 0","7685__borrowed_5__term_4 0",,,,"2425__collect_5__coat_9 2",3,1,0,,
"335HHSX8CC4S7C00JVPS1LUUBWYDHL","3HFNH7HEMHEAJ97OUDIW44KCB8YQGS",48,"Approved","Sun Jan 15 00:46:27 PST 2017","Sun Jan 15 10:53:51 PST 2017",,,148,"268__supported_12__commit_21 2","268__government_24__commit_21 1","268__abolishing_26__commit_21 1",,,,,"1423__jackboot_24__hint_21 2","415__regime_7__reluctance_14 1","415__government_17__reluctance_14 2","415__makes_24__reluctance_14 0",,,,"7636__form_26__[formula]_27 0","7__launched_5__faced_11 1","7__criticism_13__faced_11 1","7__commentators_16__faced_11 1",,,,"14658__straight_31__cut_30 3","226__able_4__require_7 1","226__department_10__require_7 2","226__review_12__require_7 1",,,,"7830__survivor_28__battered_25 2","7685__Using_1__term_4 1","7685__technical_3__term_4 1","7685__borrowed_5__term_4 0",,,,"2425__collect_5__coat_9 1",3,1,0,,
"335HHSX8CC4S7C00JVPS1LUUBWYDHL","3P4RDNWND567TD96PBYQSFL6CPJJI5",123,"Approved","Sat Jan 14 17:01:52 PST 2017","Sun Jan 15 00:36:32 PST 2017",,,111,"268__supported_12__commit_21 0","268__government_24__commit_21 0","268__abolishing_26__commit_21 0",,,,,"1423__jackboot_24__hint_21 1","415__regime_7__reluctance_14 0","415__government_17__reluctance_14 0","415__makes_24__reluctance_14 0",,,,"7636__form_26__[formula]_27 0","7__launched_5__faced_11 0","7__criticism_13__faced_11 0","7__commentators_16__faced_11 0",,,,"14658__straight_31__cut_30 2","226__able_4__require_7 0","226__department_10__require_7 0","226__review_12__require_7 0",,,,"7830__survivor_28__battered_25 2","7685__Using_1__term_4 0","7685__technical_3__term_4 0","7685__borrowed_5__term_4 0",,,,"2425__collect_5__coat_9 0",3,1,0,,
"335HHSX8CC4S7C00JVPS1LUUBWYDHL","3ZSY5X72NXBYNN3MVBK4E33JYF0ORL",145,"Approved","Sat Jan 14 12:17:59 PST 2017","Sun Jan 15 00:36:34 PST 2017",,,209,"268__supported_12__commit_21 0","268__government_24__commit_21 0","268__abolishing_26__commit_21 0",,,,,"1423__jackboot_24__hint_21 0","415__regime_7__reluctance_14 0","415__government_17__reluctance_14 0","415__makes_24__reluctance_14 0",,,,"7636__form_26__[formula]_27 0","7__launched_5__faced_11 0","7__criticism_13__faced_11 1","7__commentators_16__faced_11 0",,,,"14658__straight_31__cut_30 1","226__able_4__require_7 0","226__department_10__require_7 0","226__review_12__require_7 0",,,,"7830__survivor_28__battered_25 1","7685__Using_1__term_4 0","7685__technical_3__term_4 0","7685__borrowed_5__term_4 1",,,,"2425__collect_5__coat_9 1",3,1,0,,
"3HXCEECSQLSHW8VLLDIDED80PAKYZ3","338JKRMM26ZWWPVIPN3SZ4H8MPAHAU",123,"Approved","Sat Jan 14 17:05:33 PST 2017","Sun Jan 15 00:36:32 PST 2017",,,101,"1826__chair_4__held_2 2","1826__physics_6__held_2 1","1826__publishing_12__held_2 1",,,,,"7647__equations_31__attack_27 2","218__policy_2__challenge_7 0","218__sought_5__challenge_7 1","218__dominance_11__challenge_7 0",,,,"7956__-field_15__looming_13 2","3386__expected_10__token_4 0","3386__oceans_20__token_4 0","3386__barrier_24__token_4 0",,,,"1432__change_29__dramatically_30 0","6003__cigarette_53__butt_57 2","6003__glowing_56__butt_57 2","6003__predecessor_60__butt_57 0",,,,"42__clause_2__activated_7 0","7687__magnitudes_7__forces_12 0","7687__electric_9__forces_12 0","7687__magnetic_11__forces_12 0",,,,"7755__late_10__habit_7 0",3,1,0,,
"3HXCEECSQLSHW8VLLDIDED80PAKYZ3","3LYA37P8IQNSHP1I1M6L77H6WO1KBY",2,"Approved","Sat Jan 14 17:58:08 PST 2017","Sun Jan 15 00:36:32 PST 2017",,,649,"1826__chair_4__held_2 1","1826__physics_6__held_2 0","1826__publishing_12__held_2 0",,,,,"7647__equations_31__attack_27 2","218__policy_2__challenge_7 0","218__sought_5__challenge_7 0","218__dominance_11__challenge_7 0",,,,"7956__-field_15__looming_13 3","3386__expected_10__token_4 1","3386__oceans_20__token_4 0","3386__barrier_24__token_4 0",,,,"1432__change_29__dramatically_30 3","6003__cigarette_53__butt_57 1","6003__glowing_56__butt_57 1","6003__predecessor_60__butt_57 0",,,,"42__clause_2__activated_7 1","7687__magnitudes_7__forces_12 0","7687__electric_9__forces_12 1","7687__magnetic_11__forces_12 1",,,,"7755__late_10__habit_7 1",3,1,0,,
"3HXCEECSQLSHW8VLLDIDED80PAKYZ3","3PPTZCWALQKAAQ2TK56LPB0IMXBZQ7",150,"Approved","Sat Jan 14 16:21:58 PST 2017","Sun Jan 15 00:36:32 PST 2017",,,197,"1826__chair_4__held_2 1","1826__physics_6__held_2 0","1826__publishing_12__held_2 0",,,,,"7647__equations_31__attack_27 1","218__policy_2__challenge_7 1","218__sought_5__challenge_7 0","218__dominance_11__challenge_7 1",,,,"7956__-field_15__looming_13 1","3386__expected_10__token_4 2","3386__oceans_20__token_4 0","3386__barrier_24__token_4 0",,,,"1432__change_29__dramatically_30 1","6003__cigarette_53__butt_57 1","6003__glowing_56__butt_57 1","6003__predecessor_60__butt_57 0",,,,"42__clause_2__activated_7 2","7687__magnitudes_7__forces_12 0","7687__electric_9__forces_12 0","7687__magnetic_11__forces_12 0",,,,"7755__late_10__habit_7 0",3,1,0,,
"3HXCEECSQLSHW8VLLDIDED80PAKYZ3","3R6P78PK7KBNBPZGBHCR99VZVFSTG4",131,"Approved","Sat Jan 14 21:55:43 PST 2017","Sun Jan 15 00:36:29 PST 2017",,,201,"1826__chair_4__held_2 0","1826__physics_6__held_2 1","1826__publishing_12__held_2 1",,,,,"7647__equations_31__attack_27 2","218__policy_2__challenge_7 1","218__sought_5__challenge_7 1","218__dominance_11__challenge_7 1",,,,"7956__-field_15__looming_13 1","3386__expected_10__token_4 0","3386__oceans_20__token_4 0","3386__barrier_24__token_4 0",,,,"1432__change_29__dramatically_30 1","6003__cigarette_53__butt_57 0","6003__glowing_56__butt_57 1","6003__predecessor_60__butt_57 0",,,,"42__clause_2__activated_7 1","7687__magnitudes_7__forces_12 0","7687__electric_9__forces_12 0","7687__magnetic_11__forces_12 0",,,,"7755__late_10__habit_7 1",3,1,0,,
"3HXCEECSQLSHW8VLLDIDED80PAKYZ3","3TUI152ZZBNDFUHLCUXTXHG69IX1QJ",4,"Approved","Sat Jan 14 15:35:57 PST 2017","Sun Jan 15 00:36:28 PST 2017",,,103,"1826__chair_4__held_2 2","1826__physics_6__held_2 0","1826__publishing_12__held_2 0",,,,,"7647__equations_31__attack_27 0","218__policy_2__challenge_7 1","218__sought_5__challenge_7 1","218__dominance_11__challenge_7 1",,,,"7956__-field_15__looming_13 2","3386__expected_10__token_4 0","3386__oceans_20__token_4 0","3386__barrier_24__token_4 0",,,,"1432__change_29__dramatically_30 2","6003__cigarette_53__butt_57 2","6003__glowing_56__butt_57 2","6003__predecessor_60__butt_57 3",,,,"42__clause_2__activated_7 3","7687__magnitudes_7__forces_12 2","7687__electric_9__forces_12 1","7687__magnetic_11__forces_12 1",,,,"7755__late_10__habit_7 1",3,1,0,,
"3XABXM4AJ04T3A3CLD16O78URSX8Q6","36H9ULYP62UNJM7GO3S5PI8EWXRFJA",123,"Approved","Sat Jan 14 17:10:05 PST 2017","Sun Jan 15 00:36:32 PST 2017",,,93,"7675__symmetry_5__charge_9 0","7675__net_8__charge_9 0","7675__[formula]_13__charge_9 0",,,,,"1151__skate_25__goggle-eyed_24 2","373__sitting_13__fire_16 0","373__round_14__fire_16 1","373__cave_19__fire_16 0",,,,"2225__stand_26__prepared_24 0","1131__walls_3__led_29 0","1131__round_32__led_29 0","1131__gravestones_38__led_29 0",,,,"384__name_3__clever_2 1","7640__law_5__derived_6 0","7640__directly_7__derived_6 0","7640__equations_11__derived_6 0",,,,"7743__eqn_16__refer_14 0","6063__conversation_2__subject_7 0","6063__exclusively_4__subject_7 0","6063__discovery_10__subject_7 0",,,,"1122__months_16__advance_18 0",3,1,0,,
"3XABXM4AJ04T3A3CLD16O78URSX8Q6","3DEL4X4EL6LUEXT0AXZU5CN9D6SYXA",4,"Approved","Sat Jan 14 15:34:02 PST 2017","Sun Jan 15 00:36:32 PST 2017",,,111,"7675__symmetry_5__charge_9 0","7675__net_8__charge_9 2","7675__[formula]_13__charge_9 0",,,,,"1151__skate_25__goggle-eyed_24 3","373__sitting_13__fire_16 0","373__round_14__fire_16 0","373__cave_19__fire_16 0",,,,"2225__stand_26__prepared_24 1","1131__walls_3__led_29 0","1131__round_32__led_29 1","1131__gravestones_38__led_29 2",,,,"384__name_3__clever_2 1","7640__law_5__derived_6 2","7640__directly_7__derived_6 3","7640__equations_11__derived_6 2",,,,"7743__eqn_16__refer_14 0","6063__conversation_2__subject_7 1","6063__exclusively_4__subject_7 2","6063__discovery_10__subject_7 0",,,,"1122__months_16__advance_18 1",3,1,0,,
"3XABXM4AJ04T3A3CLD16O78URSX8Q6","3LRKMWOKB5HTI708IUGKTT2F6RNZ2J",139,"Approved","Sat Jan 14 12:19:19 PST 2017","Sun Jan 15 00:36:32 PST 2017",,,195,"7675__symmetry_5__charge_9 0","7675__net_8__charge_9 1","7675__[formula]_13__charge_9 1",,,,,"1151__skate_25__goggle-eyed_24 3","373__sitting_13__fire_16 1","373__round_14__fire_16 1","373__cave_19__fire_16 0",,,,"2225__stand_26__prepared_24 1","1131__walls_3__led_29 0","1131__round_32__led_29 1","1131__gravestones_38__led_29 0",,,,"384__name_3__clever_2 1","7640__law_5__derived_6 1","7640__directly_7__derived_6 2","7640__equations_11__derived_6 2",,,,"7743__eqn_16__refer_14 1","6063__conversation_2__subject_7 1","6063__exclusively_4__subject_7 2","6063__discovery_10__subject_7 2",,,,"1122__months_16__advance_18 1",3,1,0,,
"3XABXM4AJ04T3A3CLD16O78URSX8Q6","3OF2M9AATGOOZN4Y70MOTPO9NS0ZKY",48,"Approved","Sun Jan 15 00:45:44 PST 2017","Sun Jan 15 10:53:51 PST 2017",,,419,"7675__symmetry_5__charge_9 0","7675__net_8__charge_9 1","7675__[formula]_13__charge_9 0",,,,,"1151__skate_25__goggle-eyed_24 2","373__sitting_13__fire_16 1","373__round_14__fire_16 2","373__cave_19__fire_16 1",,,,"2225__stand_26__prepared_24 2","1131__walls_3__led_29 3","1131__round_32__led_29 0","1131__gravestones_38__led_29 1",,,,"384__name_3__clever_2 1","7640__law_5__derived_6 2","7640__directly_7__derived_6 1","7640__equations_11__derived_6 1",,,,"7743__eqn_16__refer_14 3","6063__conversation_2__subject_7 1","6063__exclusively_4__subject_7 2","6063__discovery_10__subject_7 1",,,,"1122__months_16__advance_18 1",3,1,0,,
"3XABXM4AJ04T3A3CLD16O78URSX8Q6","3OXV7EAXLEQGFFCGKPXEF5EC71063K",151,"Rejected","Sat Jan 14 15:59:50 PST 2017",,"Sun Jan 15 00:36:29 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",413,"7675__symmetry_5__charge_9 0","7675__net_8__charge_9 1","7675__[formula]_13__charge_9 1",,,,,"1151__skate_25__goggle-eyed_24 0","373__sitting_13__fire_16 0","373__round_14__fire_16 0","373__cave_19__fire_16 1",,,,"2225__stand_26__prepared_24 0","1131__walls_3__led_29 0","1131__round_32__led_29 1","1131__gravestones_38__led_29 0",,,,"384__name_3__clever_2 0","7640__law_5__derived_6 1","7640__directly_7__derived_6 1","7640__equations_11__derived_6 1",,,,"7743__eqn_16__refer_14 0","6063__conversation_2__subject_7 1","6063__exclusively_4__subject_7 0","6063__discovery_10__subject_7 1",,,,"1122__months_16__advance_18 0",1,1,0,,
"3XABXM4AJ04T3A3CLD16O78URSX8Q6","3WRFBPLXRAOOM0I8J6JVHG0Y2RJN35",146,"Approved","Sat Jan 14 13:30:22 PST 2017","Sun Jan 15 00:36:32 PST 2017",,,234,"7675__symmetry_5__charge_9 0","7675__net_8__charge_9 0","7675__[formula]_13__charge_9 0",,,,,"1151__skate_25__goggle-eyed_24 2","373__sitting_13__fire_16 0","373__round_14__fire_16 0","373__cave_19__fire_16 0",,,,"2225__stand_26__prepared_24 0","1131__walls_3__led_29 1","1131__round_32__led_29 0","1131__gravestones_38__led_29 0",,,,"384__name_3__clever_2 2","7640__law_5__derived_6 0","7640__directly_7__derived_6 0","7640__equations_11__derived_6 0",,,,"7743__eqn_16__refer_14 0","6063__conversation_2__subject_7 0","6063__exclusively_4__subject_7 0","6063__discovery_10__subject_7 0",,,,"1122__months_16__advance_18 0",3,1,0,,
"341H3G5YFZDKZDZ0D574MLEGDX5Z03","32UTUBMZ7GW6X0VU0QKS9GSNCMUBVX",139,"Approved","Sat Jan 14 12:09:52 PST 2017","Sun Jan 15 00:36:32 PST 2017",,,279,"420__provide_13__priming_15 0","420__pump_14__priming_15 0","420__telecottages_18__priming_15 0",,,,,"7899__Chapel_15__golden_18 1","2508__time_3__reached_5 0","2508__evening_8__reached_5 0","2508__excruciating_16__reached_5 0",,,,"2438__investment_5__plant_4 1","3432__cons_4__pros_2 1","3432__theory_7__pros_2 0","3432__subject_10__pros_2 0",,,,"10428__live_5__stroke_8 1","311__name_10__ingredients_14 3","311__sounds_11__ingredients_14 1","311__takeaway_17__ingredients_14 3",,,,"7696__cancel_11__currents_2 1","431__abstract_2__talk_3 1","431__commuting_5__talk_3 0","431__rail_7__talk_3 0",,,,"7749__pigment_60__sang_58 3",3,1,0,,
"341H3G5YFZDKZDZ0D574MLEGDX5Z03","33IZTU6J811XIBHRBR75NQZ8WLSXSR",146,"Approved","Sat Jan 14 13:40:28 PST 2017","Sun Jan 15 00:36:32 PST 2017",,,116,"420__provide_13__priming_15 0","420__pump_14__priming_15 0","420__telecottages_18__priming_15 0",,,,,"7899__Chapel_15__golden_18 0","2508__time_3__reached_5 0","2508__evening_8__reached_5 0","2508__excruciating_16__reached_5 0",,,,"2438__investment_5__plant_4 0","3432__cons_4__pros_2 0","3432__theory_7__pros_2 0","3432__subject_10__pros_2 0",,,,"10428__live_5__stroke_8 0","311__name_10__ingredients_14 0","311__sounds_11__ingredients_14 0","311__takeaway_17__ingredients_14 0",,,,"7696__cancel_11__currents_2 0","431__abstract_2__talk_3 1","431__commuting_5__talk_3 0","431__rail_7__talk_3 0",,,,"7749__pigment_60__sang_58 3",3,1,0,,
"341H3G5YFZDKZDZ0D574MLEGDX5Z03","3OF2M9AATGOOZN4Y70MOTPO9NRHKZY",4,"Approved","Sat Jan 14 15:23:22 PST 2017","Sun Jan 15 00:36:32 PST 2017",,,101,"420__provide_13__priming_15 3","420__pump_14__priming_15 3","420__telecottages_18__priming_15 0",,,,,"7899__Chapel_15__golden_18 0","2508__time_3__reached_5 1","2508__evening_8__reached_5 0","2508__excruciating_16__reached_5 0",,,,"2438__investment_5__plant_4 3","3432__cons_4__pros_2 0","3432__theory_7__pros_2 1","3432__subject_10__pros_2 0",,,,"10428__live_5__stroke_8 0","311__name_10__ingredients_14 0","311__sounds_11__ingredients_14 0","311__takeaway_17__ingredients_14 1",,,,"7696__cancel_11__currents_2 2","431__abstract_2__talk_3 2","431__commuting_5__talk_3 3","431__rail_7__talk_3 0",,,,"7749__pigment_60__sang_58 2",3,1,0,,
"341H3G5YFZDKZDZ0D574MLEGDX5Z03","3RANCT1ZVFH6KL6UV0ANDUQ4YFMBU9",145,"Approved","Sat Jan 14 12:27:31 PST 2017","Sun Jan 15 00:36:29 PST 2017",,,263,"420__provide_13__priming_15 1","420__pump_14__priming_15 1","420__telecottages_18__priming_15 1",,,,,"7899__Chapel_15__golden_18 0","2508__time_3__reached_5 0","2508__evening_8__reached_5 0","2508__excruciating_16__reached_5 0",,,,"2438__investment_5__plant_4 0","3432__cons_4__pros_2 0","3432__theory_7__pros_2 0","3432__subject_10__pros_2 0",,,,"10428__live_5__stroke_8 0","311__name_10__ingredients_14 3","311__sounds_11__ingredients_14 2","311__takeaway_17__ingredients_14 3",,,,"7696__cancel_11__currents_2 0","431__abstract_2__talk_3 0","431__commuting_5__talk_3 0","431__rail_7__talk_3 0",,,,"7749__pigment_60__sang_58 3",3,1,0,,
"341H3G5YFZDKZDZ0D574MLEGDX5Z03","3U4J9857OEB4MAUYISHC32CKQ4Y7BC",111,"Approved","Sat Jan 14 16:43:46 PST 2017","Sun Jan 15 00:36:29 PST 2017",,,716,"420__provide_13__priming_15 0","420__pump_14__priming_15 1","420__telecottages_18__priming_15 3",,,,,"7899__Chapel_15__golden_18 0","2508__time_3__reached_5 1","2508__evening_8__reached_5 1","2508__excruciating_16__reached_5 0",,,,"2438__investment_5__plant_4 3","3432__cons_4__pros_2 0","3432__theory_7__pros_2 1","3432__subject_10__pros_2 2",,,,"10428__live_5__stroke_8 0","311__name_10__ingredients_14 0","311__sounds_11__ingredients_14 0","311__takeaway_17__ingredients_14 0",,,,"7696__cancel_11__currents_2 0","431__abstract_2__talk_3 1","431__commuting_5__talk_3 2","431__rail_7__talk_3 1",,,,"7749__pigment_60__sang_58 1",3,1,0,,
"3KG2UQJ0MINE6HQGRFQP64YPGNVQNB","3AWETUDC92SXTSEA7X1CG99WVNYIZR",152,"Approved","Sat Jan 14 18:08:48 PST 2017","Sun Jan 15 00:36:32 PST 2017",,,300,"1107__concept_5__spread_7 0","1107__cities_10__spread_7 0","1107__decade_14__spread_7 0",,,,,"3316__forms_2__Related_1 0","5920__snippet_2__inch_12 1","5920__measured_9__inch_12 0","5920__depth_14__inch_12 0",,,,"270__rollers_9__Pint-sized_4 0","3417__climates_9__extended_12 0","3417__greatly_11__extended_12 0","3417__winters_13__extended_12 0",,,,"2178__looked_18__grey_19 0","255__process_21__ground_28 0","255__placate_25__ground_28 0","255__centre_27__ground_28 0",,,,"414__available_12__central_24 0","7675__component_19__field_23 0","7675__electric_22__field_23 0","7675__[formula]_24__field_23 0",,,,"7682__formula_22__force_25 0",3,1,0,,
"3KG2UQJ0MINE6HQGRFQP64YPGNVQNB","3I0BTBYZAXLMH7NP7LANWY0Y3Z7Y0F",4,"Approved","Sat Jan 14 15:25:51 PST 2017","Sun Jan 15 00:36:33 PST 2017",,,99,"1107__concept_5__spread_7 2","1107__cities_10__spread_7 1","1107__decade_14__spread_7 1",,,,,"3316__forms_2__Related_1 2","5920__snippet_2__inch_12 0","5920__measured_9__inch_12 1","5920__depth_14__inch_12 1",,,,"270__rollers_9__Pint-sized_4 3","3417__climates_9__extended_12 0","3417__greatly_11__extended_12 1","3417__winters_13__extended_12 1",,,,"2178__looked_18__grey_19 2","255__process_21__ground_28 0","255__placate_25__ground_28 3","255__centre_27__ground_28 2",,,,"414__available_12__central_24 0","7675__component_19__field_23 1","7675__electric_22__field_23 2","7675__[formula]_24__field_23 0",,,,"7682__formula_22__force_25 0",3,1,0,,
